Electrode 1,Electrode 2,,,vFlex,,,,vPot,,,Flat,Resting,Fully Bended,,Prob
A13,A2,,0,0,0,,0,0,0,,0,0,0,,81,
A12,A2,,0,0,0,,0,0,0,,0,0,0,,45,
A11,A2,,0,0,0,,0,0,0,,0,0,0,,5,
A10,A2,,0,0,0,,0,0,0,,0,0,0,,64,
A9,A2,,0,0,0,,0,0,0,,0,0,0,,62,
A8,A2,,0,0,0,,0,0,0,,0,0,0,,58,
A7,A2,,0,0,0,,0,0,0,,0,0,0,,78,
A6,A2,,0,0,0,,0,0,0,,0,0,0,,24,
A5,A2,,0,0,0,,0,0,0,,0,0,0,,69,
A4,A2,,0,0,0,,0,0,0,,0,0,0,,0,
A3,A2,,0,0,0,,0,0,0,,0,0,0,,34,

B13,B2,,0,0,0,,0,0,0,,0,0,0,,82,
B12,B2,,0,0,0,,0,0,0,,0,0,0,,92,
B11,B2,,0,0,0,,0,0,0,,0,0,0,,53,
B10,B2,,0,0,0,,0,0,0,,0,0,0,,2,
B9,B2,,0,0,0,,0,0,0,,0,0,0,,4,
B8,B2,,0,0,0,,0,0,0,,0,0,0,,91,
B7,B2,,0,0,0,,0,0,0,,0,0,0,,36,
B6,B2,,0,0,0,,0,0,0,,0,0,0,,27,
B5,B2,,0,0,0,,0,0,0,,0,0,0,,42,
B4,B2,,0,0,0,,0,0,0,,0,0,0,,95,
B3,B2,,0,0,0,,0,0,0,,0,0,0,,91,

C13,C2,,0,0,0,,0,0,0,,0,0,0,,35,
C12,C2,,0,0,0,,0,0,0,,0,0,0,,99,
C11,C2,,0,0,0,,0,0,0,,0,0,0,,67,
C10,C2,,0,0,0,,0,0,0,,0,0,0,,12,
C9,C2,,0,0,0,,0,0,0,,0,0,0,,69,
C8,C2,,0,0,0,,0,0,0,,0,0,0,,38,
C7,C2,,0,0,0,,0,0,0,,0,0,0,,71,
C6,C2,,0,0,0,,0,0,0,,0,0,0,,26,
C5,C2,,0,0,0,,0,0,0,,0,0,0,,47,
C4,C2,,0,0,0,,0,0,0,,0,0,0,,95,
C3,C2,,0,0,0,,0,0,0,,0,0,0,,18,

D13,D2,,0,0,0,,0,0,0,,0,0,0,,44,
D12,D2,,0,0,0,,0,0,0,,0,0,0,,47,
D11,D2,,0,0,0,,0,0,0,,0,0,0,,68,
D10,D2,,0,0,0,,0,0,0,,0,0,0,,53,
D9,D2,,0,0,0,,0,0,0,,0,0,0,,11,
D8,D2,,0,0,0,,0,0,0,,0,0,0,,41,
D7,D2,,0,0,0,,0,0,0,,0,0,0,,64,
D6,D2,,0,0,0,,0,0,0,,0,0,0,,73,
D5,D2,,0,0,0,,0,0,0,,0,0,0,,33,
D4,D2,,0,0,0,,0,0,0,,0,0,0,,22,
D3,D2,,0,0,0,,0,0,0,,0,0,0,,11,


Subject:,Glen,,Start time:,Wed Mar 04 22:06:27 2020

Electrode 2 location:,2,,End time:,Wed Mar 04 22:06:28 2020

