Electrode 1,Electrode 2,,,vFlex,,,,vPot,,,Flat,Resting,Fully Bended,,Prob
A13,A4,,0,0,0,,0,0,0,,0,0,0,,81,
A12,A4,,0,0,0,,0,0,0,,0,0,0,,45,
A11,A4,,0,0,0,,0,0,0,,0,0,0,,5,
A10,A4,,0,0,0,,0,0,0,,0,0,0,,64,
A9,A4,,0,0,0,,0,0,0,,0,0,0,,62,
A8,A4,,0,0,0,,0,0,0,,0,0,0,,58,
A7,A4,,0,0,0,,0,0,0,,0,0,0,,78,
A6,A4,,0,0,0,,0,0,0,,0,0,0,,24,
A5,A4,,0,0,0,,0,0,0,,0,0,0,,69,

B13,B4,,0,0,0,,0,0,0,,0,0,0,,82,
B12,B4,,0,0,0,,0,0,0,,0,0,0,,92,
B11,B4,,0,0,0,,0,0,0,,0,0,0,,53,
B10,B4,,0,0,0,,0,0,0,,0,0,0,,2,
B9,B4,,0,0,0,,0,0,0,,0,0,0,,4,
B8,B4,,0,0,0,,0,0,0,,0,0,0,,91,
B7,B4,,0,0,0,,0,0,0,,0,0,0,,36,
B6,B4,,0,0,0,,0,0,0,,0,0,0,,27,
B5,B4,,0,0,0,,0,0,0,,0,0,0,,42,

C13,C4,,0,0,0,,0,0,0,,0,0,0,,35,
C12,C4,,0,0,0,,0,0,0,,0,0,0,,99,
C11,C4,,0,0,0,,0,0,0,,0,0,0,,67,
C10,C4,,0,0,0,,0,0,0,,0,0,0,,12,
C9,C4,,0,0,0,,0,0,0,,0,0,0,,69,
C8,C4,,0,0,0,,0,0,0,,0,0,0,,38,
C7,C4,,0,0,0,,0,0,0,,0,0,0,,71,
C6,C4,,0,0,0,,0,0,0,,0,0,0,,26,
C5,C4,,0,0,0,,0,0,0,,0,0,0,,47,

D13,D4,,0,0,0,,0,0,0,,0,0,0,,44,
D12,D4,,0,0,0,,0,0,0,,0,0,0,,47,
D11,D4,,0,0,0,,0,0,0,,0,0,0,,68,
D10,D4,,0,0,0,,0,0,0,,0,0,0,,53,
D9,D4,,0,0,0,,0,0,0,,0,0,0,,11,
D8,D4,,0,0,0,,0,0,0,,0,0,0,,41,
D7,D4,,0,0,0,,0,0,0,,0,0,0,,64,
D6,D4,,0,0,0,,0,0,0,,0,0,0,,73,
D5,D4,,0,0,0,,0,0,0,,0,0,0,,33,


Subject:,Glen,,Start time:,Wed Feb 26 12:46:23 2020

Electrode 2 location:,4,,End time:,Wed Feb 26 12:46:24 2020

